id,file,s,t,C,W
5966,Grafi/grafo120.gr,93989,96816,90210,40578
5967,Grafi/grafo120.gr,93989,96816,100110,46198
5968,Grafi/grafo120.gr,93989,96816,71425,50762
5969,Grafi/grafo120.gr,93989,96816,85659,58881
5970,Grafi/grafo120.gr,93989,96816,77027,64669
5971,Grafi/grafo120.gr,97749,96102,70876,40495
5972,Grafi/grafo120.gr,97749,96102,93519,47499
5973,Grafi/grafo120.gr,97749,96102,89175,54630
5974,Grafi/grafo120.gr,97749,96102,98568,56665
5975,Grafi/grafo120.gr,97749,96102,103201,61226
5976,Grafi/grafo120.gr,94123,89782,91943,44813
5977,Grafi/grafo120.gr,94123,89782,85237,47511
5978,Grafi/grafo120.gr,94123,89782,84852,52512
5979,Grafi/grafo120.gr,94123,89782,90311,55031
5980,Grafi/grafo120.gr,94123,89782,74551,61568
5981,Grafi/grafo120.gr,86462,89699,81188,43447
5982,Grafi/grafo120.gr,86462,89699,73166,48913
5983,Grafi/grafo120.gr,86462,89699,99467,50863
5984,Grafi/grafo120.gr,86462,89699,71493,55967
5985,Grafi/grafo120.gr,86462,89699,104584,61002
5986,Grafi/grafo120.gr,96658,160679,79662,42985
5987,Grafi/grafo120.gr,96658,160679,99309,48534
5988,Grafi/grafo120.gr,96658,160679,79908,53689
5989,Grafi/grafo120.gr,96658,160679,103045,56451
5990,Grafi/grafo120.gr,96658,160679,71518,62630
5991,Grafi/grafo120.gr,94411,95700,102785,44129
5992,Grafi/grafo120.gr,94411,95700,75190,45667
5993,Grafi/grafo120.gr,94411,95700,72844,50806
5994,Grafi/grafo120.gr,94411,95700,92268,55439
5995,Grafi/grafo120.gr,94411,95700,80319,60125
5996,Grafi/grafo120.gr,90193,94330,81090,42853
5997,Grafi/grafo120.gr,90193,94330,79798,46739
5998,Grafi/grafo120.gr,90193,94330,73104,53663
5999,Grafi/grafo120.gr,90193,94330,92528,59821
6000,Grafi/grafo120.gr,90193,94330,84787,60720
6001,Grafi/grafo121.gr,131159,131899,75617,44774
6002,Grafi/grafo121.gr,131159,131899,102760,47008
6003,Grafi/grafo121.gr,131159,131899,104492,52038
6004,Grafi/grafo121.gr,131159,131899,89166,59539
6005,Grafi/grafo121.gr,131159,131899,96103,60109
6006,Grafi/grafo121.gr,138866,129460,84664,44475
6007,Grafi/grafo121.gr,138866,129460,78328,46623
6008,Grafi/grafo121.gr,138866,129460,80113,50796
6009,Grafi/grafo121.gr,138866,129460,80697,59201
6010,Grafi/grafo121.gr,138866,129460,76597,60515
6011,Grafi/grafo121.gr,159330,129578,76538,42765
6012,Grafi/grafo121.gr,159330,129578,103242,47735
6013,Grafi/grafo121.gr,159330,129578,88308,51092
6014,Grafi/grafo121.gr,159330,129578,72818,58405
6015,Grafi/grafo121.gr,159330,129578,81660,61602
6016,Grafi/grafo121.gr,132192,129641,81858,40867
6017,Grafi/grafo121.gr,132192,129641,101771,46151
6018,Grafi/grafo121.gr,132192,129641,82247,53496
6019,Grafi/grafo121.gr,132192,129641,92038,59361
6020,Grafi/grafo121.gr,132192,129641,84439,60440
6021,Grafi/grafo121.gr,133120,132159,94003,41851
6022,Grafi/grafo121.gr,133120,132159,84063,48793
6023,Grafi/grafo121.gr,133120,132159,94540,52503
6024,Grafi/grafo121.gr,133120,132159,100578,57127
6025,Grafi/grafo121.gr,133120,132159,75337,61327
6026,Grafi/grafo121.gr,131313,132000,76980,41713
6027,Grafi/grafo121.gr,131313,132000,84308,46922
6028,Grafi/grafo121.gr,131313,132000,89839,54347
6029,Grafi/grafo121.gr,131313,132000,100949,59755
6030,Grafi/grafo121.gr,131313,132000,82372,60929
6031,Grafi/grafo121.gr,128866,135830,100372,44263
6032,Grafi/grafo121.gr,128866,135830,102721,45235
6033,Grafi/grafo121.gr,128866,135830,87482,51921
6034,Grafi/grafo121.gr,128866,135830,88398,55608
6035,Grafi/grafo121.gr,128866,135830,97117,61382
6036,Grafi/grafo121.gr,138605,129719,85742,40336
6037,Grafi/grafo121.gr,138605,129719,85126,45581
6038,Grafi/grafo121.gr,138605,129719,74169,51935
6039,Grafi/grafo121.gr,138605,129719,92641,58892
6040,Grafi/grafo121.gr,138605,129719,79435,64239
6041,Grafi/grafo121.gr,132126,131173,89805,44016
6042,Grafi/grafo121.gr,132126,131173,87861,49368
6043,Grafi/grafo121.gr,132126,131173,75489,51970
6044,Grafi/grafo121.gr,132126,131173,98587,57820
6045,Grafi/grafo121.gr,132126,131173,70358,64861
6046,Grafi/grafo121.gr,129413,135353,71550,41305
6047,Grafi/grafo121.gr,129413,135353,87904,46865
6048,Grafi/grafo121.gr,129413,135353,86023,50826
6049,Grafi/grafo121.gr,129413,135353,86332,58534
6050,Grafi/grafo121.gr,129413,135353,102544,61660
6051,Grafi/grafo122.gr,132517,138909,87489,43225
6052,Grafi/grafo122.gr,132517,138909,79919,47311
6053,Grafi/grafo122.gr,132517,138909,93161,54482
6054,Grafi/grafo122.gr,132517,138909,85774,55031
6055,Grafi/grafo122.gr,132517,138909,81173,64852
6056,Grafi/grafo122.gr,129928,129200,88121,40301
6057,Grafi/grafo122.gr,129928,129200,83198,45315
6058,Grafi/grafo122.gr,129928,129200,95500,52936
6059,Grafi/grafo122.gr,129928,129200,84802,57085
6060,Grafi/grafo122.gr,129928,129200,70373,62676
6061,Grafi/grafo122.gr,135595,131494,87480,40437
6062,Grafi/grafo122.gr,135595,131494,76421,49481
6063,Grafi/grafo122.gr,135595,131494,87760,53463
6064,Grafi/grafo122.gr,135595,131494,81618,57183
6065,Grafi/grafo122.gr,135595,131494,99436,61897
6066,Grafi/grafo122.gr,142271,135047,70560,44312
6067,Grafi/grafo122.gr,142271,135047,76381,45189
6068,Grafi/grafo122.gr,142271,135047,99669,52097
6069,Grafi/grafo122.gr,142271,135047,95548,55653
6070,Grafi/grafo122.gr,142271,135047,90593,62294
6071,Grafi/grafo122.gr,135721,156168,74416,41131
6072,Grafi/grafo122.gr,135721,156168,77326,46077
6073,Grafi/grafo122.gr,135721,156168,99749,52714
6074,Grafi/grafo122.gr,135721,156168,71517,55428
6075,Grafi/grafo122.gr,135721,156168,75722,61861
6076,Grafi/grafo122.gr,131346,135933,104979,44947
6077,Grafi/grafo122.gr,131346,135933,95505,49328
6078,Grafi/grafo122.gr,131346,135933,101186,50793
6079,Grafi/grafo122.gr,131346,135933,101630,56746
6080,Grafi/grafo122.gr,131346,135933,94983,62232
6081,Grafi/grafo122.gr,131211,123261,78013,42072
6082,Grafi/grafo122.gr,131211,123261,95653,46566
6083,Grafi/grafo122.gr,131211,123261,84481,52753
6084,Grafi/grafo122.gr,131211,123261,77462,59815
6085,Grafi/grafo122.gr,131211,123261,88505,60734
6086,Grafi/grafo122.gr,129797,131421,96756,42473
6087,Grafi/grafo122.gr,129797,131421,95489,47120
6088,Grafi/grafo122.gr,129797,131421,91751,52550
6089,Grafi/grafo122.gr,129797,131421,77395,57545
6090,Grafi/grafo122.gr,129797,131421,78911,60567
6091,Grafi/grafo122.gr,135357,129874,71835,41684
6092,Grafi/grafo122.gr,135357,129874,101720,45256
6093,Grafi/grafo122.gr,135357,129874,74480,51829
6094,Grafi/grafo122.gr,135357,129874,97930,56111
6095,Grafi/grafo122.gr,135357,129874,77590,62979
6096,Grafi/grafo122.gr,138898,129828,99065,41029
6097,Grafi/grafo122.gr,138898,129828,88825,47075
6098,Grafi/grafo122.gr,138898,129828,79755,50852
6099,Grafi/grafo122.gr,138898,129828,85368,58297
6100,Grafi/grafo122.gr,138898,129828,104109,63718
6101,Grafi/grafo123.gr,135808,132221,83140,42529
6102,Grafi/grafo123.gr,135808,132221,82846,47852
6103,Grafi/grafo123.gr,135808,132221,100871,50429
6104,Grafi/grafo123.gr,135808,132221,76053,56755
6105,Grafi/grafo123.gr,135808,132221,96002,61805
6106,Grafi/grafo123.gr,128917,138853,94515,42256
6107,Grafi/grafo123.gr,128917,138853,93465,48428
6108,Grafi/grafo123.gr,128917,138853,98225,54873
6109,Grafi/grafo123.gr,128917,138853,97155,55338
6110,Grafi/grafo123.gr,128917,138853,73096,62841
6111,Grafi/grafo123.gr,133344,142277,96670,42181
6112,Grafi/grafo123.gr,133344,142277,92066,47563
6113,Grafi/grafo123.gr,133344,142277,77021,51347
6114,Grafi/grafo123.gr,133344,142277,81224,55253
6115,Grafi/grafo123.gr,133344,142277,95078,63511
6116,Grafi/grafo123.gr,159718,131891,99114,40882
6117,Grafi/grafo123.gr,159718,131891,102634,49916
6118,Grafi/grafo123.gr,159718,131891,80078,54400
6119,Grafi/grafo123.gr,159718,131891,79654,59665
6120,Grafi/grafo123.gr,159718,131891,71372,63804
6121,Grafi/grafo123.gr,159546,129614,83993,44416
6122,Grafi/grafo123.gr,159546,129614,103797,46256
6123,Grafi/grafo123.gr,159546,129614,80926,54250
6124,Grafi/grafo123.gr,159546,129614,82177,59820
6125,Grafi/grafo123.gr,159546,129614,76238,63431
6126,Grafi/grafo123.gr,138805,152749,88016,42690
6127,Grafi/grafo123.gr,138805,152749,92100,49998
6128,Grafi/grafo123.gr,138805,152749,92410,54210
6129,Grafi/grafo123.gr,138805,152749,100207,56146
6130,Grafi/grafo123.gr,138805,152749,85607,62476
6131,Grafi/grafo123.gr,129528,131368,85153,40600
6132,Grafi/grafo123.gr,129528,131368,93909,49104
6133,Grafi/grafo123.gr,129528,131368,100556,54746
6134,Grafi/grafo123.gr,129528,131368,92907,55743
6135,Grafi/grafo123.gr,129528,131368,76541,62395
6136,Grafi/grafo123.gr,135172,132892,90160,42270
6137,Grafi/grafo123.gr,135172,132892,80016,45362
6138,Grafi/grafo123.gr,135172,132892,83408,52489
6139,Grafi/grafo123.gr,135172,132892,81413,58669
6140,Grafi/grafo123.gr,135172,132892,72859,63603
6141,Grafi/grafo123.gr,131807,131267,91112,42245
6142,Grafi/grafo123.gr,131807,131267,86011,46829
6143,Grafi/grafo123.gr,131807,131267,75321,53575
6144,Grafi/grafo123.gr,131807,131267,85263,55323
6145,Grafi/grafo123.gr,131807,131267,99683,62078
6146,Grafi/grafo123.gr,151795,132184,98181,42464
6147,Grafi/grafo123.gr,151795,132184,88550,48624
6148,Grafi/grafo123.gr,151795,132184,70343,53194
6149,Grafi/grafo123.gr,151795,132184,78608,57457
6150,Grafi/grafo123.gr,151795,132184,74381,64846
6151,Grafi/grafo124.gr,135783,135786,91676,44536
6152,Grafi/grafo124.gr,135783,135786,70870,47882
6153,Grafi/grafo124.gr,135783,135786,99375,51156
6154,Grafi/grafo124.gr,135783,135786,76969,57528
6155,Grafi/grafo124.gr,135783,135786,90895,63169
6156,Grafi/grafo124.gr,133315,130493,100418,44749
6157,Grafi/grafo124.gr,133315,130493,85208,47244
6158,Grafi/grafo124.gr,133315,130493,99971,54364
6159,Grafi/grafo124.gr,133315,130493,70680,57682
6160,Grafi/grafo124.gr,133315,130493,79975,63090
6161,Grafi/grafo124.gr,134909,129645,100946,40574
6162,Grafi/grafo124.gr,134909,129645,103523,49186
6163,Grafi/grafo124.gr,134909,129645,103092,51219
6164,Grafi/grafo124.gr,134909,129645,92747,57398
6165,Grafi/grafo124.gr,134909,129645,76964,60284
6166,Grafi/grafo124.gr,132419,123317,93134,40992
6167,Grafi/grafo124.gr,132419,123317,87339,47851
6168,Grafi/grafo124.gr,132419,123317,75114,51275
6169,Grafi/grafo124.gr,132419,123317,93261,57678
6170,Grafi/grafo124.gr,132419,123317,87572,64210
6171,Grafi/grafo124.gr,131787,131057,99928,40295
6172,Grafi/grafo124.gr,131787,131057,89186,47576
6173,Grafi/grafo124.gr,131787,131057,76963,53089
6174,Grafi/grafo124.gr,131787,131057,78121,58613
6175,Grafi/grafo124.gr,131787,131057,93055,60105
6176,Grafi/grafo124.gr,129491,130625,73278,41164
6177,Grafi/grafo124.gr,129491,130625,72682,45672
6178,Grafi/grafo124.gr,129491,130625,72415,51417
6179,Grafi/grafo124.gr,129491,130625,102060,59100
6180,Grafi/grafo124.gr,129491,130625,102990,63710
6181,Grafi/grafo124.gr,138927,133222,94806,40367
6182,Grafi/grafo124.gr,138927,133222,92321,49323
6183,Grafi/grafo124.gr,138927,133222,99613,54599
6184,Grafi/grafo124.gr,138927,133222,73195,55776
6185,Grafi/grafo124.gr,138927,133222,99601,60210
6186,Grafi/grafo124.gr,138885,130977,91876,43521
6187,Grafi/grafo124.gr,138885,130977,78359,48305
6188,Grafi/grafo124.gr,138885,130977,103661,54177
6189,Grafi/grafo124.gr,138885,130977,71331,58710
6190,Grafi/grafo124.gr,138885,130977,91065,64600
6191,Grafi/grafo124.gr,129163,131528,71912,41849
6192,Grafi/grafo124.gr,129163,131528,87348,48169
6193,Grafi/grafo124.gr,129163,131528,85613,52043
6194,Grafi/grafo124.gr,129163,131528,100767,58813
6195,Grafi/grafo124.gr,129163,131528,85002,61103
6196,Grafi/grafo124.gr,137337,129101,70696,42604
6197,Grafi/grafo124.gr,137337,129101,72188,45138
6198,Grafi/grafo124.gr,137337,129101,86521,53156
6199,Grafi/grafo124.gr,137337,129101,89508,59421
6200,Grafi/grafo124.gr,137337,129101,91081,63010
6201,Grafi/grafo125.gr,138532,129545,95460,43649
6202,Grafi/grafo125.gr,138532,129545,77889,47406
6203,Grafi/grafo125.gr,138532,129545,104713,51989
6204,Grafi/grafo125.gr,138532,129545,83050,56558
6205,Grafi/grafo125.gr,138532,129545,83178,61800
6206,Grafi/grafo125.gr,129549,131714,104568,43907
6207,Grafi/grafo125.gr,129549,131714,87466,46978
6208,Grafi/grafo125.gr,129549,131714,85967,50776
6209,Grafi/grafo125.gr,129549,131714,79980,58082
6210,Grafi/grafo125.gr,129549,131714,79496,64464
6211,Grafi/grafo125.gr,133273,132306,90777,41609
6212,Grafi/grafo125.gr,133273,132306,101295,46121
6213,Grafi/grafo125.gr,133273,132306,90579,50642
6214,Grafi/grafo125.gr,133273,132306,85688,55244
6215,Grafi/grafo125.gr,133273,132306,96415,62373
6216,Grafi/grafo125.gr,131771,137293,98111,43904
6217,Grafi/grafo125.gr,131771,137293,80154,48398
6218,Grafi/grafo125.gr,131771,137293,71178,51520
6219,Grafi/grafo125.gr,131771,137293,96161,56094
6220,Grafi/grafo125.gr,131771,137293,97933,61366
6221,Grafi/grafo125.gr,129659,129466,100335,44123
6222,Grafi/grafo125.gr,129659,129466,82771,49992
6223,Grafi/grafo125.gr,129659,129466,74097,53158
6224,Grafi/grafo125.gr,129659,129466,91215,59751
6225,Grafi/grafo125.gr,129659,129466,82865,60240
6226,Grafi/grafo125.gr,130009,135790,90896,44038
6227,Grafi/grafo125.gr,130009,135790,90586,46451
6228,Grafi/grafo125.gr,130009,135790,103254,53335
6229,Grafi/grafo125.gr,130009,135790,97480,57270
6230,Grafi/grafo125.gr,130009,135790,93130,63229
6231,Grafi/grafo125.gr,138737,134964,104232,42031
6232,Grafi/grafo125.gr,138737,134964,80552,48585
6233,Grafi/grafo125.gr,138737,134964,75684,54891
6234,Grafi/grafo125.gr,138737,134964,75269,55722
6235,Grafi/grafo125.gr,138737,134964,82609,62451
6236,Grafi/grafo125.gr,152753,129680,81623,40653
6237,Grafi/grafo125.gr,152753,129680,93844,46812
6238,Grafi/grafo125.gr,152753,129680,87643,53485
6239,Grafi/grafo125.gr,152753,129680,80126,58128
6240,Grafi/grafo125.gr,152753,129680,71283,61119
6241,Grafi/grafo125.gr,135579,139107,74936,44009
6242,Grafi/grafo125.gr,135579,139107,78714,45735
6243,Grafi/grafo125.gr,135579,139107,71035,52933
6244,Grafi/grafo125.gr,135579,139107,92813,56405
6245,Grafi/grafo125.gr,135579,139107,71669,63930
6246,Grafi/grafo125.gr,133330,135027,98002,42246
6247,Grafi/grafo125.gr,133330,135027,101726,48370
6248,Grafi/grafo125.gr,133330,135027,87904,54591
6249,Grafi/grafo125.gr,133330,135027,99419,57796
6250,Grafi/grafo125.gr,133330,135027,87841,64930
6251,Grafi/grafo126.gr,135180,129918,79196,43316
6252,Grafi/grafo126.gr,135180,129918,101309,46267
6253,Grafi/grafo126.gr,135180,129918,72461,51226
6254,Grafi/grafo126.gr,135180,129918,81270,55467
6255,Grafi/grafo126.gr,135180,129918,90954,61319
6256,Grafi/grafo126.gr,133274,156182,70798,40042
6257,Grafi/grafo126.gr,133274,156182,92464,49554
6258,Grafi/grafo126.gr,133274,156182,75174,54213
6259,Grafi/grafo126.gr,133274,156182,80324,58659
6260,Grafi/grafo126.gr,133274,156182,71081,63321
6261,Grafi/grafo126.gr,132080,138867,98101,40102
6262,Grafi/grafo126.gr,132080,138867,94553,48043
6263,Grafi/grafo126.gr,132080,138867,104143,54951
6264,Grafi/grafo126.gr,132080,138867,80151,58900
6265,Grafi/grafo126.gr,132080,138867,70345,63661
6266,Grafi/grafo126.gr,132620,132244,100774,44643
6267,Grafi/grafo126.gr,132620,132244,92197,46834
6268,Grafi/grafo126.gr,132620,132244,93573,51910
6269,Grafi/grafo126.gr,132620,132244,92552,59422
6270,Grafi/grafo126.gr,132620,132244,91484,62608
6271,Grafi/grafo126.gr,132253,159194,72177,40216
6272,Grafi/grafo126.gr,132253,159194,95313,48841
6273,Grafi/grafo126.gr,132253,159194,89121,51737
6274,Grafi/grafo126.gr,132253,159194,72096,56825
6275,Grafi/grafo126.gr,132253,159194,95877,63124
6276,Grafi/grafo126.gr,130008,131822,80976,43396
6277,Grafi/grafo126.gr,130008,131822,93969,45368
6278,Grafi/grafo126.gr,130008,131822,85962,50172
6279,Grafi/grafo126.gr,130008,131822,77235,58429
6280,Grafi/grafo126.gr,130008,131822,70408,62053
6281,Grafi/grafo126.gr,125508,135664,88846,41143
6282,Grafi/grafo126.gr,125508,135664,77790,45604
6283,Grafi/grafo126.gr,125508,135664,91188,50052
6284,Grafi/grafo126.gr,125508,135664,81892,56736
6285,Grafi/grafo126.gr,125508,135664,87054,62954
6286,Grafi/grafo126.gr,131058,132986,94793,43212
6287,Grafi/grafo126.gr,131058,132986,99719,48129
6288,Grafi/grafo126.gr,131058,132986,74986,50931
6289,Grafi/grafo126.gr,131058,132986,72590,59984
6290,Grafi/grafo126.gr,131058,132986,94607,60443
6291,Grafi/grafo126.gr,131903,125605,74631,40665
6292,Grafi/grafo126.gr,131903,125605,91320,47739
6293,Grafi/grafo126.gr,131903,125605,74582,50170
6294,Grafi/grafo126.gr,131903,125605,71635,57727
6295,Grafi/grafo126.gr,131903,125605,104100,63475
6296,Grafi/grafo126.gr,131261,129244,73356,43192
6297,Grafi/grafo126.gr,131261,129244,101647,48415
6298,Grafi/grafo126.gr,131261,129244,78546,51286
6299,Grafi/grafo126.gr,131261,129244,84160,56513
6300,Grafi/grafo126.gr,131261,129244,93860,63895
6301,Grafi/grafo127.gr,133259,142334,74533,42025
6302,Grafi/grafo127.gr,133259,142334,98947,49604
6303,Grafi/grafo127.gr,133259,142334,77385,52360
6304,Grafi/grafo127.gr,133259,142334,70244,58123
6305,Grafi/grafo127.gr,133259,142334,81767,60597
6306,Grafi/grafo127.gr,121453,159190,72089,42794
6307,Grafi/grafo127.gr,121453,159190,85418,47676
6308,Grafi/grafo127.gr,121453,159190,103610,52287
6309,Grafi/grafo127.gr,121453,159190,80416,59668
6310,Grafi/grafo127.gr,121453,159190,74129,62661
6311,Grafi/grafo127.gr,129682,131838,71470,41024
6312,Grafi/grafo127.gr,129682,131838,97221,45784
6313,Grafi/grafo127.gr,129682,131838,75358,52659
6314,Grafi/grafo127.gr,129682,131838,91588,59840
6315,Grafi/grafo127.gr,129682,131838,103664,61251
6316,Grafi/grafo127.gr,132262,131174,74272,40413
6317,Grafi/grafo127.gr,132262,131174,100405,49633
6318,Grafi/grafo127.gr,132262,131174,102042,52610
6319,Grafi/grafo127.gr,132262,131174,93375,58099
6320,Grafi/grafo127.gr,132262,131174,96399,62976
6321,Grafi/grafo127.gr,131445,129804,90091,44379
6322,Grafi/grafo127.gr,131445,129804,92248,46012
6323,Grafi/grafo127.gr,131445,129804,98445,50954
6324,Grafi/grafo127.gr,131445,129804,81840,55065
6325,Grafi/grafo127.gr,131445,129804,74258,60768
6326,Grafi/grafo127.gr,129179,132170,96778,40171
6327,Grafi/grafo127.gr,129179,132170,83766,46158
6328,Grafi/grafo127.gr,129179,132170,84554,54122
6329,Grafi/grafo127.gr,129179,132170,100577,55426
6330,Grafi/grafo127.gr,129179,132170,71240,63562
6331,Grafi/grafo127.gr,131138,138550,82539,44346
6332,Grafi/grafo127.gr,131138,138550,86191,49421
6333,Grafi/grafo127.gr,131138,138550,93286,52445
6334,Grafi/grafo127.gr,131138,138550,88861,58326
6335,Grafi/grafo127.gr,131138,138550,78962,63574
6336,Grafi/grafo127.gr,132203,142285,99359,43469
6337,Grafi/grafo127.gr,132203,142285,83905,47019
6338,Grafi/grafo127.gr,132203,142285,73616,51621
6339,Grafi/grafo127.gr,132203,142285,71488,59634
6340,Grafi/grafo127.gr,132203,142285,80463,61182
6341,Grafi/grafo127.gr,130440,123325,84098,42242
6342,Grafi/grafo127.gr,130440,123325,91403,45871
6343,Grafi/grafo127.gr,130440,123325,82707,54863
6344,Grafi/grafo127.gr,130440,123325,100612,57190
6345,Grafi/grafo127.gr,130440,123325,81296,62605
6346,Grafi/grafo127.gr,138887,131743,95491,40993
6347,Grafi/grafo127.gr,138887,131743,81835,47717
6348,Grafi/grafo127.gr,138887,131743,88217,53059
6349,Grafi/grafo127.gr,138887,131743,84651,55029
6350,Grafi/grafo127.gr,138887,131743,95023,63688
6351,Grafi/grafo128.gr,132110,135754,87925,41657
6352,Grafi/grafo128.gr,132110,135754,103508,49624
6353,Grafi/grafo128.gr,132110,135754,76862,51105
6354,Grafi/grafo128.gr,132110,135754,79871,55984
6355,Grafi/grafo128.gr,132110,135754,100543,62195
6356,Grafi/grafo128.gr,130987,135384,101417,44804
6357,Grafi/grafo128.gr,130987,135384,90161,49827
6358,Grafi/grafo128.gr,130987,135384,94096,52818
6359,Grafi/grafo128.gr,130987,135384,97060,57822
6360,Grafi/grafo128.gr,130987,135384,81308,61598
6361,Grafi/grafo128.gr,131573,134897,71250,41082
6362,Grafi/grafo128.gr,131573,134897,93859,47626
6363,Grafi/grafo128.gr,131573,134897,100635,52476
6364,Grafi/grafo128.gr,131573,134897,98433,59983
6365,Grafi/grafo128.gr,131573,134897,77683,62147
6366,Grafi/grafo128.gr,125557,131861,94822,42219
6367,Grafi/grafo128.gr,125557,131861,103332,48340
6368,Grafi/grafo128.gr,125557,131861,75669,54382
6369,Grafi/grafo128.gr,125557,131861,87367,58553
6370,Grafi/grafo128.gr,125557,131861,92936,63819
6371,Grafi/grafo128.gr,136919,133209,96861,40317
6372,Grafi/grafo128.gr,136919,133209,101715,47752
6373,Grafi/grafo128.gr,136919,133209,102039,54825
6374,Grafi/grafo128.gr,136919,133209,78104,55263
6375,Grafi/grafo128.gr,136919,133209,82259,63897
6376,Grafi/grafo128.gr,129281,129136,96621,42088
6377,Grafi/grafo128.gr,129281,129136,93189,49016
6378,Grafi/grafo128.gr,129281,129136,84810,51511
6379,Grafi/grafo128.gr,129281,129136,80040,59350
6380,Grafi/grafo128.gr,129281,129136,81343,61428
6381,Grafi/grafo128.gr,131557,133091,72140,44486
6382,Grafi/grafo128.gr,131557,133091,96634,46662
6383,Grafi/grafo128.gr,131557,133091,82829,51588
6384,Grafi/grafo128.gr,131557,133091,100905,59288
6385,Grafi/grafo128.gr,131557,133091,96761,60359
6386,Grafi/grafo128.gr,135811,138950,85889,44194
6387,Grafi/grafo128.gr,135811,138950,84120,46515
6388,Grafi/grafo128.gr,135811,138950,98811,54674
6389,Grafi/grafo128.gr,135811,138950,70621,56446
6390,Grafi/grafo128.gr,135811,138950,77705,62466
6391,Grafi/grafo128.gr,131105,130956,91299,43789
6392,Grafi/grafo128.gr,131105,130956,72034,49237
6393,Grafi/grafo128.gr,131105,130956,72105,51407
6394,Grafi/grafo128.gr,131105,130956,95862,56875
6395,Grafi/grafo128.gr,131105,130956,96186,62504
6396,Grafi/grafo128.gr,131945,123326,74437,40019
6397,Grafi/grafo128.gr,131945,123326,96052,48408
6398,Grafi/grafo128.gr,131945,123326,92957,50208
6399,Grafi/grafo128.gr,131945,123326,72938,55817
6400,Grafi/grafo128.gr,131945,123326,96829,61647
6401,Grafi/grafo129.gr,137297,133041,90109,42348
6402,Grafi/grafo129.gr,137297,133041,94888,49376
6403,Grafi/grafo129.gr,137297,133041,86603,52792
6404,Grafi/grafo129.gr,137297,133041,71134,56260
6405,Grafi/grafo129.gr,137297,133041,103318,61594
6406,Grafi/grafo129.gr,134947,123321,89610,40160
6407,Grafi/grafo129.gr,134947,123321,87152,46790
6408,Grafi/grafo129.gr,134947,123321,89115,53301
6409,Grafi/grafo129.gr,134947,123321,73234,55792
6410,Grafi/grafo129.gr,134947,123321,76387,62681
6411,Grafi/grafo129.gr,142302,129511,100084,41123
6412,Grafi/grafo129.gr,142302,129511,85815,45460
6413,Grafi/grafo129.gr,142302,129511,104164,54043
6414,Grafi/grafo129.gr,142302,129511,82561,56545
6415,Grafi/grafo129.gr,142302,129511,76869,64733
6416,Grafi/grafo129.gr,139047,142271,103651,43010
6417,Grafi/grafo129.gr,139047,142271,96694,46764
6418,Grafi/grafo129.gr,139047,142271,96826,51229
6419,Grafi/grafo129.gr,139047,142271,90772,59782
6420,Grafi/grafo129.gr,139047,142271,76461,61490
6421,Grafi/grafo129.gr,132348,142290,92821,43127
6422,Grafi/grafo129.gr,132348,142290,97095,47654
6423,Grafi/grafo129.gr,132348,142290,91638,52670
6424,Grafi/grafo129.gr,132348,142290,94954,58325
6425,Grafi/grafo129.gr,132348,142290,103955,63891
6426,Grafi/grafo129.gr,134893,133055,103619,41376
6427,Grafi/grafo129.gr,134893,133055,87097,47053
6428,Grafi/grafo129.gr,134893,133055,82104,54428
6429,Grafi/grafo129.gr,134893,133055,96934,56337
6430,Grafi/grafo129.gr,134893,133055,78162,60873
6431,Grafi/grafo129.gr,131804,135722,95349,40785
6432,Grafi/grafo129.gr,131804,135722,76554,46256
6433,Grafi/grafo129.gr,131804,135722,74790,51097
6434,Grafi/grafo129.gr,131804,135722,70001,55161
6435,Grafi/grafo129.gr,131804,135722,92432,60561
6436,Grafi/grafo129.gr,129552,131353,99037,42082
6437,Grafi/grafo129.gr,129552,131353,95667,48401
6438,Grafi/grafo129.gr,129552,131353,96174,51290
6439,Grafi/grafo129.gr,129552,131353,104295,57431
6440,Grafi/grafo129.gr,129552,131353,85783,63867
6441,Grafi/grafo129.gr,128771,131469,82099,42768
6442,Grafi/grafo129.gr,128771,131469,96241,45056
6443,Grafi/grafo129.gr,128771,131469,73524,51597
6444,Grafi/grafo129.gr,128771,131469,79514,57199
6445,Grafi/grafo129.gr,128771,131469,104271,61711
6446,Grafi/grafo129.gr,132410,138806,83794,44756
6447,Grafi/grafo129.gr,132410,138806,93122,47650
6448,Grafi/grafo129.gr,132410,138806,96431,52898
6449,Grafi/grafo129.gr,132410,138806,78125,57269
6450,Grafi/grafo129.gr,132410,138806,90946,64086
6451,Grafi/grafo130.gr,139043,138847,104813,42374
6452,Grafi/grafo130.gr,139043,138847,83388,46303
6453,Grafi/grafo130.gr,139043,138847,88166,51672
6454,Grafi/grafo130.gr,139043,138847,72610,57925
6455,Grafi/grafo130.gr,139043,138847,101161,62634
6456,Grafi/grafo130.gr,132012,131942,93205,42395
6457,Grafi/grafo130.gr,132012,131942,75630,46947
6458,Grafi/grafo130.gr,132012,131942,98639,53981
6459,Grafi/grafo130.gr,132012,131942,72481,57304
6460,Grafi/grafo130.gr,132012,131942,70687,63328
6461,Grafi/grafo130.gr,135122,151410,78771,43338
6462,Grafi/grafo130.gr,135122,151410,76236,49235
6463,Grafi/grafo130.gr,135122,151410,88130,51338
6464,Grafi/grafo130.gr,135122,151410,95633,55505
